Order Date;Channel;Store;Country;Continent;Colour;Product;Product Subcategory;Product Category;Quantity;Unit Cost;Unit Price
40146;Store;Contoso North Harford Store;United States;North America;Silver;WWI Wireless Bluetooth Stereo Headphones M270 Silver;Bluetooth Headphones;Audio;13;52,88;115
39893;Reseller;Contoso North America Reseller;United States;North America;Silver;WWI Wireless Bluetooth Stereo Headphones M270 Silver;Bluetooth Headphones;Audio;18;52,88;115
39837;Store;Contoso Osaka No.1 Store;Japan;Asia;Silver;WWI Wireless Bluetooth Stereo Headphones M270 Silver;Bluetooth Headphones;Audio;13;52,88;115
39684;Reseller;Contoso Europe Reseller;France;Europe;Silver;WWI Wireless Bluetooth Stereo Headphones M270 Silver;Bluetooth Headphones;Audio;9;52,88;115
40113;Store;Contoso Grand Prairie Store;United States;North America;Black;WWI Wireless Bluetooth Stereo Headphones M270 Black;Bluetooth Headphones;Audio;10;52,88;115
40064;Store;Contoso Islamabad  No.2 Store;Pakistan;Asia;White;WWI Wireless Bluetooth Stereo Headphones M270 White;Bluetooth Headphones;Audio;10;52,88;115
39732;Store;Contoso Queen Anne's County Store;United States;North America;White;WWI Wireless Bluetooth Stereo Headphones M270 White;Bluetooth Headphones;Audio;10;52,88;115
39958;Reseller;Contoso North America Reseller;United States;North America;White;WWI Wireless Bluetooth Stereo Headphones M270 White;Bluetooth Headphones;Audio;10;52,88;115
39783;Store;Contoso Athens Store;Greece ;Europe;Pink;WWI Wireless Bluetooth Stereo Headphones M270 Pink;Bluetooth Headphones;Audio;8;52,88;115
39943;Store;Contoso Strasbourg Store;France;Europe;Pink;WWI Wireless Bluetooth Stereo Headphones M270 Pink;Bluetooth Headphones;Audio;10;52,88;115
39964;Store;Contoso Tallahassee No.1 Store;United States;North America;Orange;WWI Stereo Bluetooth Headphones New Generation M370 Orange;Bluetooth Headphones;Audio;10;61,16;132,99
39680;Catalog;Contoso Catalog Store;United States;North America;Black;WWI Wireless Transmitter and Bluetooth Headphones X250 Black;Bluetooth Headphones;Audio;12;82,83;249,99
39781;Store;Contoso Yokohama Store;Japan;Asia;Black;WWI Wireless Transmitter and Bluetooth Headphones X250 Black;Bluetooth Headphones;Audio;13;82,83;249,99
40063;Online;Contoso Europe Online Store;Germany;Europe;Blue;WWI Wireless Transmitter and Bluetooth Headphones X250 Blue;Bluetooth Headphones;Audio;9;82,83;249,99
39733;Store;Contoso Lewisville Store;United States;North America;Blue;WWI Wireless Transmitter and Bluetooth Headphones X250 Blue;Bluetooth Headphones;Audio;10;82,83;249,99
39790;Store;Contoso Amsterdam Store;the Netherlands;Europe;Blue;WWI Wireless Transmitter and Bluetooth Headphones X250 Blue;Bluetooth Headphones;Audio;8;82,83;249,99
39957;Store;Contoso Lowell Store;United States;North America;White;WWI Wireless Transmitter and Bluetooth Headphones X250 White;Bluetooth Headphones;Audio;10;82,83;249,99
39872;Online;Contoso North America Online Store;United States;North America;White;WWI Wireless Transmitter and Bluetooth Headphones X250 White;Bluetooth Headphones;Audio;9;82,83;249,99
40116;Store;Contoso Nice Store;France;Europe;White;WWI Wireless Transmitter and Bluetooth Headphones X250 White;Bluetooth Headphones;Audio;8;82,83;249,99
39985;Online;Contoso Europe Online Store;Germany;Europe;Red;WWI Wireless Transmitter and Bluetooth Headphones X250 Red;Bluetooth Headphones;Audio;20;82,83;249,99
39880;Store;Contoso Charlottesville Store;United States;North America;Red;WWI Wireless Transmitter and Bluetooth Headphones X250 Red;Bluetooth Headphones;Audio;9;82,83;249,99
39680;Online;Contoso Europe Online Store;Germany;Europe;Red;WWI Wireless Transmitter and Bluetooth Headphones X250 Red;Bluetooth Headphones;Audio;9;82,83;249,99
40019;Store;Contoso Berne Store;Switzerland ;Europe;Red;WWI Wireless Transmitter and Bluetooth Headphones X250 Red;Bluetooth Headphones;Audio;10;82,83;249,99
40177;Store;Contoso Hillsboro Store;United States;North America;Red;WWI Wireless Transmitter and Bluetooth Headphones X250 Red;Bluetooth Headphones;Audio;6;82,83;249,99
40101;Store;Contoso Alexandria Store;United States;North America;Silver;WWI Wireless Transmitter and Bluetooth Headphones X250 Silver;Bluetooth Headphones;Audio;10;82,83;249,99
39833;Catalog;Contoso Catalog Store;United States;North America;Silver;WWI Wireless Transmitter and Bluetooth Headphones X250 Silver;Bluetooth Headphones;Audio;27;82,83;249,99
39836;Catalog;Contoso Catalog Store;United States;North America;Silver;"Adventure Works 20"" CRT TV E15 Silver";Televisions;TV and Video;54;86,67;169,99
39761;Store;Contoso Haverhill Store;United States;North America;Black;"Adventure Works 20"" CRT TV E15 Black";Televisions;TV and Video;13;86,67;169,99
39816;Online;Contoso Europe Online Store;Germany;Europe;Black;"Adventure Works 20"" CRT TV E15 Black";Televisions;TV and Video;32;86,67;169,99
39101;Reseller;Contoso North America Reseller;United States;North America;Black;"Adventure Works 20"" CRT TV E15 Black";Televisions;TV and Video;4;86,67;169,99
39286;Reseller;Contoso Asia Reseller;China;Asia;Black;"Adventure Works 20"" CRT TV E15 Black";Televisions;TV and Video;6;86,67;169,99
39213;Store;Contoso Clifton Store;United States;North America;Black;"Adventure Works 20"" CRT TV E15 Black";Televisions;TV and Video;5;86,67;169,99
39297;Online;Contoso Europe Online Store;Germany;Europe;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;8;86,67;169,99
39355;Store;Contoso Sunnyside Store;United States;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;6;86,67;169,99
39983;Catalog;Contoso Catalog Store;United States;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;20;86,67;169,99
39193;Store;Contoso London Store;United Kingdom;Europe;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;12;86,67;169,99
39400;Online;Contoso Europe Online Store;Germany;Europe;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;4;86,67;169,99
40050;Store;Contoso Clifton Store;United States;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;24;86,67;169,99
39169;Reseller;Contoso North America Reseller;United States;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;4;86,67;169,99
39117;Reseller;Contoso Europe Reseller;France;Europe;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;6;86,67;169,99
39985;Catalog;Contoso Catalog Store;United States;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;20;86,67;169,99
39181;Reseller;Contoso Asia Reseller;China;Asia;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;4;86,67;169,99
39369;Store;Contoso Hong Kong No.1 Store;China;Asia;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;5;86,67;169,99
39708;Online;Contoso Europe Online Store;Germany;Europe;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;9;86,67;169,99
39220;Store;Contoso Nice Store;France;Europe;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;5;86,67;169,99
39885;Store;Contoso Pittsfield Store;United States;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;18;86,67;169,99
39977;Store;Contoso Ottawa No.1 Store;Canada;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;20;86,67;169,99
39361;Store;Contoso Syracuse Store;United States;North America;White;"Adventure Works 20"" CRT TV E15 White";Televisions;TV and Video;5;86,67;169,99
39573;Reseller;Contoso Europe Reseller;France;Europe;Silver;"Adventure Works 13"" Color TV E25 Silver";Televisions;TV and Video;10;61,17;119,99
40155;Catalog;Contoso Catalog Store;United States;North America;Silver;"Adventure Works 13"" Color TV E25 Silver";Televisions;TV and Video;52;61,17;119,99
39251;Store;Contoso Fort Collins Store;United States;North America;Silver;"Adventure Works 13"" Color TV E25 Silver";Televisions;TV and Video;5;61,17;119,99
40134;Store;Contoso Hartford Store;United States;North America;Silver;"Adventure Works 13"" Color TV E25 Silver";Televisions;TV and Video;26;61,17;119,99
39327;Store;Contoso Osaka No.2 Store;Japan;Asia;Black;"Adventure Works 13"" Color TV E25 Black";Televisions;TV and Video;5;61,17;119,99
39116;Online;Contoso Europe Online Store;Germany;Europe;Black;"Adventure Works 13"" Color TV E25 Black";Televisions;TV and Video;12;61,17;119,99
39362;Store;Contoso Richardson Store;United States;North America;Black;"Adventure Works 13"" Color TV E25 Black";Televisions;TV and Video;5;61,17;119,99
39106;Store;Contoso Shanghai No.2 Store;China;Asia;Black;"Adventure Works 13"" Color TV E25 Black";Televisions;TV and Video;6;61,17;119,99
40005;Reseller;Contoso Europe Reseller;France;Europe;White;"Adventure Works 13"" Color TV E25 White";Televisions;TV and Video;20;61,17;119,99
39982;Store;Contoso Islamabad No.1 Store;Pakistan;Asia;White;"Adventure Works 13"" Color TV E25 White";Televisions;TV and Video;24;61,17;119,99
39603;Store;Contoso Littleton Store;United States;North America;White;"Adventure Works 13"" Color TV E25 White";Televisions;TV and Video;10;61,17;119,99
39458;Store;Contoso Ashgabat No.1 Store;Turkmenistan;Asia;White;"Adventure Works 13"" Color TV E25 White";Televisions;TV and Video;13;61,17;119,99
39236;Online;Contoso North America Online Store;United States;North America;White;"Adventure Works 13"" Color TV E25 White";Televisions;TV and Video;5;61,17;119,99
39116;Store;Contoso Waterbury Store;United States;North America;White;"Adventure Works 13"" Color TV E25 White";Televisions;TV and Video;4;61,17;119,99
39322;Store;Contoso Wheat Ridge Store;United States;North America;White;"Adventure Works 13"" Color TV E25 White";Televisions;TV and Video;6;61,17;119,99
39355;Store;Contoso Sheboygan Store;United States;North America;Silver;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Televisions;TV and Video;12;128,76;279,99
39228;Store;Contoso Queens Store;United States;North America;Silver;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Televisions;TV and Video;10;128,76;279,99
39319;Online;Contoso North America Online Store;United States;North America;Silver;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Televisions;TV and Video;12;128,76;279,99
39238;Store;Contoso Naples Store;United States;North America;Silver;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Televisions;TV and Video;10;128,76;279,99
39524;Reseller;Contoso Asia Reseller;China;Asia;Silver;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Televisions;TV and Video;18;128,76;279,99
39553;Reseller;Contoso Europe Reseller;France;Europe;Black;"Adventure Works 19"" Portable LCD HDTV M110 Black";Televisions;TV and Video;24;128,76;279,99
39993;Reseller;Contoso North America Reseller;United States;North America;Black;"Adventure Works 19"" Portable LCD HDTV M110 Black";Televisions;TV and Video;10;128,76;279,99
39102;Online;Contoso Asia Online Store;China;Asia;Black;"Adventure Works 19"" Portable LCD HDTV M110 Black";Televisions;TV and Video;13;128,76;279,99
39819;Store;Contoso Newark No.1 Store;United States;North America;White;"Adventure Works 19"" Portable LCD HDTV M110 White";Televisions;TV and Video;9;128,76;279,99
39719;Reseller;Contoso Asia Reseller;China;Asia;White;"Adventure Works 19"" Portable LCD HDTV M110 White";Televisions;TV and Video;10;128,76;279,99
39181;Store;Contoso Brooklyn Store;United States;North America;White;"Adventure Works 19"" Portable LCD HDTV M110 White";Televisions;TV and Video;10;128,76;279,99
39659;Store;Contoso Tallahassee No.2 Store;United States;North America;Silver;"Adventure Works 19"" Color Digital TV E35 Silver";Televisions;TV and Video;12;73,11;143,4
39355;Store;Contoso Hofheim Store;Germany ;Europe;Silver;"Adventure Works 19"" Color Digital TV E35 Silver";Televisions;TV and Video;4;73,11;143,4
39263;Store;Contoso Edgerton Store;United States;North America;Black;"Adventure Works 19"" Color Digital TV E35 Black";Televisions;TV and Video;5;73,11;143,4
39978;Store;Contoso Cape Canaveral Store;United States;North America;Black;"Adventure Works 19"" Color Digital TV E35 Black";Televisions;TV and Video;20;73,11;143,4
39209;Store;Contoso Ljubljana Store;Slovenia;Europe;White;"Adventure Works 19"" Color Digital TV E35 White";Televisions;TV and Video;5;73,11;143,4
39147;Store;Contoso Alexandria Store;United States;North America;White;"Adventure Works 19"" Color Digital TV E35 White";Televisions;TV and Video;4;73,11;143,4
40032;Store;Contoso Damascus No.1 Store;Syria;Asia;White;"Adventure Works 19"" Color Digital TV E35 White";Televisions;TV and Video;20;73,11;143,4
39103;Store;Contoso Lynn Store;United States;North America;White;"Adventure Works 19"" Color Digital TV E35 White";Televisions;TV and Video;4;73,11;143,4
39416;Store;Contoso Damascus No.1 Store;Syria;Asia;White;"Adventure Works 19"" Color Digital TV E35 White";Televisions;TV and Video;6;73,11;143,4
39400;Store;Contoso Oswego Store;United States;North America;White;"Adventure Works 19"" Color Digital TV E35 White";Televisions;TV and Video;6;73,11;143,4
39734;Store;Contoso Worcester No.1 Store;United States;North America;Brown;"Adventure Works 19"" Color Digital TV E35 Brown";Televisions;TV and Video;10;73,11;143,4
39663;Store;Contoso Greeley No.2 Store;United States;North America;Brown;"Adventure Works 19"" Color Digital TV E35 Brown";Televisions;TV and Video;12;73,11;143,4
39114;Store;Contoso Round Rock Store;United States;North America;Brown;"Adventure Works 19"" Color Digital TV E35 Brown";Televisions;TV and Video;4;73,11;143,4
39736;Store;Contoso Snoqualmie Store;United States;North America;Brown;"Adventure Works 19"" Color Digital TV E35 Brown";Televisions;TV and Video;10;73,11;143,4
39499;Store;Contoso Clifton Store;United States;North America;Brown;"Adventure Works 19"" Color Digital TV E35 Brown";Televisions;TV and Video;9;73,11;143,4
39336;Online;Contoso Europe Online Store;Germany;Europe;Brown;"Adventure Works 19"" Color Digital TV E35 Brown";Televisions;TV and Video;4;73,11;143,4
39977;Online;Contoso North America Online Store;United States;North America;Silver;"Adventure Works 20"" Analog CRT TV E45 Silver";Televisions;TV and Video;20;101,97;200
39593;Catalog;Contoso Catalog Store;United States;North America;Silver;"Adventure Works 20"" Analog CRT TV E45 Silver";Televisions;TV and Video;30;101,97;200
39975;Catalog;Contoso Catalog Store;United States;North America;Silver;"Adventure Works 20"" Analog CRT TV E45 Silver";Televisions;TV and Video;20;101,97;200
39308;Store;Contoso Greenville Store;United States;North America;Silver;"Adventure Works 20"" Analog CRT TV E45 Silver";Televisions;TV and Video;6;101,97;200
39455;Store;Contoso Waukesha No.1 Store;United States;North America;Silver;"Adventure Works 20"" Analog CRT TV E45 Silver";Televisions;TV and Video;9;101,97;200
39226;Store;Contoso Appleton Store;United States;North America;Black;"Adventure Works 20"" Analog CRT TV E45 Black";Televisions;TV and Video;5;101,97;200
40159;Store;Contoso Green Bay Store;United States;North America;Black;"Adventure Works 20"" Analog CRT TV E45 Black";Televisions;TV and Video;26;101,97;200
39855;Store;Contoso Hong Kong No.1 Store;China;Asia;Black;"Adventure Works 20"" Analog CRT TV E45 Black";Televisions;TV and Video;18;101,97;200
39393;Store;Contoso Amsterdam Store;the Netherlands;Europe;Black;"Adventure Works 20"" Analog CRT TV E45 Black";Televisions;TV and Video;4;101,97;200
40157;Store;Contoso Islamabad  No.2 Store;Pakistan;Asia;White;"Adventure Works 20"" Analog CRT TV E45 White";Televisions;TV and Video;26;101,97;200
40035;Reseller;Contoso Europe Reseller;France;Europe;White;"Adventure Works 20"" Analog CRT TV E45 White";Televisions;TV and Video;18;101,97;200
39228;Store;Contoso Waukesha No.1 Store;United States;North America;White;"Adventure Works 20"" Analog CRT TV E45 White";Televisions;TV and Video;5;101,97;200
39569;Store;Contoso Lancashire Store;United Kingdom;Europe;Brown;"Adventure Works 20"" Analog CRT TV E45 Brown";Televisions;TV and Video;10;101,97;200
40146;Reseller;Contoso Asia Reseller;China;Asia;Brown;"Adventure Works 20"" Analog CRT TV E45 Brown";Televisions;TV and Video;26;101,97;200
39701;Store;Contoso Yerevan Store;Armenia;Asia;Brown;"Adventure Works 20"" Analog CRT TV E45 Brown";Televisions;TV and Video;20;101,97;200
39292;Catalog;Contoso Catalog Store;United States;North America;Brown;"Adventure Works 20"" Analog CRT TV E45 Brown";Televisions;TV and Video;12;101,97;200
39244;Online;Contoso North America Online Store;United States;North America;Brown;"Adventure Works 20"" Analog CRT TV E45 Brown";Televisions;TV and Video;10;101,97;200
40058;Store;Contoso Leeds Store;United Kingdom;Europe;Brown;"Adventure Works 20"" Analog CRT TV E45 Brown";Televisions;TV and Video;18;101,97;200
39618;Store;Contoso Albany Store;United States;North America;Silver;"Adventure Works 20"" LCD HDTV M120 Silver";Televisions;TV and Video;10;160,93;349,95
39343;Online;Contoso Europe Online Store;Germany;Europe;Silver;"Adventure Works 20"" LCD HDTV M120 Silver";Televisions;TV and Video;9;160,93;349,95
39372;Reseller;Contoso Asia Reseller;China;Asia;Silver;"Adventure Works 20"" LCD HDTV M120 Silver";Televisions;TV and Video;20;160,93;349,95
39393;Store;Contoso Clifton Store;United States;North America;Silver;"Adventure Works 20"" LCD HDTV M120 Silver";Televisions;TV and Video;13;160,93;349,95
39390;Store;Contoso Shanghai No.2 Store;China;Asia;Silver;"Adventure Works 20"" LCD HDTV M120 Silver";Televisions;TV and Video;13;160,93;349,95
39821;Store;Contoso Nantes Store;France;Europe;Silver;"Adventure Works 20"" LCD HDTV M120 Silver";Televisions;TV and Video;8;160,93;349,95
39605;Store;Contoso Nantes Store;France;Europe;Black;"Adventure Works 20"" LCD HDTV M120 Black";Televisions;TV and Video;10;160,93;349,95
39252;Store;Contoso Toronto No.2 Store;Canada;North America;Black;"Adventure Works 20"" LCD HDTV M120 Black";Televisions;TV and Video;10;160,93;349,95
40172;Online;Contoso Asia Online Store;China;Asia;Black;"Adventure Works 20"" LCD HDTV M120 Black";Televisions;TV and Video;13;160,93;349,95
39619;Online;Contoso North America Online Store;United States;North America;Black;"Adventure Works 20"" LCD HDTV M120 Black";Televisions;TV and Video;10;160,93;349,95
39219;Store;Contoso New Brunswick Store;United States;North America;Black;"Adventure Works 20"" LCD HDTV M120 Black";Televisions;TV and Video;10;160,93;349,95
39512;Reseller;Contoso Europe Reseller;France;Europe;Black;"Adventure Works 20"" LCD HDTV M120 Black";Televisions;TV and Video;24;160,93;349,95
39665;Store;Contoso Clifton Store;United States;North America;White;"Adventure Works 20"" LCD HDTV M120 White";Televisions;TV and Video;12;160,93;349,95
39312;Reseller;Contoso Asia Reseller;China;Asia;White;"Adventure Works 20"" LCD HDTV M120 White";Televisions;TV and Video;20;160,93;349,95
39242;Online;Contoso Europe Online Store;Germany;Europe;White;"Adventure Works 20"" LCD HDTV M120 White";Televisions;TV and Video;10;160,93;349,95
39889;Store;Contoso Hingham Store;United States;North America;Brown;"Adventure Works 20"" LCD HDTV M120 Brown";Televisions;TV and Video;9;160,93;349,95
39503;Store;Contoso Litchfield County Store;United States;North America;Brown;"Adventure Works 20"" LCD HDTV M120 Brown";Televisions;TV and Video;9;160,93;349,95
39202;Store;Contoso Howard Store;United States;North America;Brown;"Adventure Works 20"" LCD HDTV M120 Brown";Televisions;TV and Video;10;160,93;349,95
39202;Store;Contoso Desoto Store;United States;North America;Brown;"Adventure Works 20"" LCD HDTV M120 Brown";Televisions;TV and Video;10;160,93;349,95
39641;Store;Contoso Thornton Store;United States;North America;Brown;"Adventure Works 20"" LCD HDTV M120 Brown";Televisions;TV and Video;12;160,93;349,95
39198;Online;Contoso Asia Online Store;China;Asia;Brown;"Adventure Works 20"" LCD HDTV M120 Brown";Televisions;TV and Video;18;160,93;349,95
39761;Store;Contoso Wapato Store;United States;North America;Silver;"Adventure Works 32"" LCD HDTV M130 Silver";Televisions;TV and Video;13;229,93;499,99
39523;Catalog;Contoso Catalog Store;United States;North America;Silver;"Adventure Works 32"" LCD HDTV M130 Silver";Televisions;TV and Video;9;229,93;499,99
39548;Online;Contoso Asia Online Store;China;Asia;Black;"Adventure Works 32"" LCD HDTV M130 Black";Televisions;TV and Video;9;229,93;499,99
39949;Online;Contoso North America Online Store;United States;North America;Black;"Adventure Works 32"" LCD HDTV M130 Black";Televisions;TV and Video;10;229,93;499,99
39621;Store;Contoso Oregon Store;United States;North America;White;"Adventure Works 32"" LCD HDTV M130 White";Televisions;TV and Video;10;229,93;499,99
40113;Store;Contoso Veradale Store;United States;North America;White;"Adventure Works 32"" LCD HDTV M130 White";Televisions;TV and Video;10;229,93;499,99
39917;Store;Contoso Kennewick Store;United States;North America;Brown;"Adventure Works 32"" LCD HDTV M130 Brown";Televisions;TV and Video;10;229,93;499,99
39976;Online;Contoso Europe Online Store;Germany;Europe;Brown;"Adventure Works 32"" LCD HDTV M130 Brown";Televisions;TV and Video;10;229,93;499,99
39685;Store;Contoso Northampton Store;United States;North America;Silver;"Adventure Works 15.6"" LCD TV M130W Silver";Televisions;TV and Video;12;152,94;299,99
39582;Store;Contoso koln No.1 Store;Germany ;Europe;Silver;"Adventure Works 15.6"" LCD TV M130W Silver";Televisions;TV and Video;10;152,94;299,99
39816;Store;Contoso Plano Store;United States;North America;Black;"Adventure Works 15.6"" LCD TV M130W Black";Televisions;TV and Video;9;152,94;299,99
39530;Store;Contoso Yokohama Store;Japan;Asia;Black;"Adventure Works 15.6"" LCD TV M130W Black";Televisions;TV and Video;9;152,94;299,99
40129;Store;Contoso Quincy Store;United States;North America;White;"Adventure Works 15.6"" LCD TV M130W White";Televisions;TV and Video;13;152,94;299,99
39548;Reseller;Contoso North America Reseller;United States;North America;Brown;"Adventure Works 15.6"" LCD TV M130W Brown";Televisions;TV and Video;10;152,94;299,99
40060;Store;Contoso Round Rock Store;United States;North America;Silver;"Adventure Works 52"" LCD HDTV X590 Silver";Televisions;TV and Video;6;960,82;2899,99
40128;Online;Contoso Europe Online Store;Germany;Europe;Silver;"Adventure Works 52"" LCD HDTV X590 Silver";Televisions;TV and Video;8;960,82;2899,99
40132;Online;Contoso Asia Online Store;China;Asia;Black;"Adventure Works 52"" LCD HDTV X590 Black";Televisions;TV and Video;6;960,82;2899,99
39933;Store;Contoso Seoul Store;South Korea;Asia;White;"Adventure Works 52"" LCD HDTV X590 White";Televisions;TV and Video;9;960,82;2899,99
39998;Online;Contoso Europe Online Store;Germany;Europe;White;"Adventure Works 52"" LCD HDTV X590 White";Televisions;TV and Video;10;960,82;2899,99
40157;Catalog;Contoso Catalog Store;United States;North America;White;"Adventure Works 52"" LCD HDTV X590 White";Televisions;TV and Video;12;960,82;2899,99
39988;Store;Contoso Ashgabat No.1 Store;Turkmenistan;Asia;Black;"Adventure Works 40"" LCD HDTV M690 Black";Televisions;TV and Video;12;392,6;1184,97
39531;Store;Contoso La Porte Store;United States;North America;Black;"Adventure Works 40"" LCD HDTV M690 Black";Televisions;TV and Video;9;392,6;1184,97
40144;Store;Contoso Stoughton Store;United States;North America;Black;"Adventure Works 40"" LCD HDTV M690 Black";Televisions;TV and Video;13;392,6;1184,97
39884;Online;Contoso Asia Online Store;China;Asia;Black;"Adventure Works 40"" LCD HDTV M690 Black";Televisions;TV and Video;9;392,6;1184,97
39961;Store;Contoso Charlottesville Store;United States;North America;White;"Adventure Works 40"" LCD HDTV M690 White";Televisions;TV and Video;10;392,6;1184,97
39812;Store;Contoso Taipei  Store;Taiwan;Asia;Brown;"Adventure Works 40"" LCD HDTV M690 Brown";Televisions;TV and Video;13;392,6;1184,97
39919;Store;Contoso Toulouse Store;France;Europe;Brown;"Adventure Works 40"" LCD HDTV M690 Brown";Televisions;TV and Video;12;392,6;1184,97
40102;Store;Contoso Ashgabat No.1 Store;Turkmenistan;Asia;Brown;"Adventure Works 40"" LCD HDTV M690 Brown";Televisions;TV and Video;10;392,6;1184,97
39375;Store;Contoso Charlottesville Store;United States;North America;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;10;216,12;469,97
39221;Store;Contoso Beaumont No.1 Store;United States;North America;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;10;216,12;469,97
39717;Online;Contoso Europe Online Store;Germany;Europe;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;18;216,12;469,97
39457;Reseller;Contoso Europe Reseller;France;Europe;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;8;216,12;469,97
40051;Online;Contoso North America Online Store;United States;North America;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;12;216,12;469,97
39576;Store;Contoso Lancashire Store;United Kingdom;Europe;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;10;216,12;469,97
39580;Store;Contoso Round Rock Store;United States;North America;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;10;216,12;469,97
39181;Store;Contoso Worcester No.2 Store;United States;North America;Silver;"Adventure Works 26"" 720p LCD HDTV M140 Silver";Televisions;TV and Video;10;216,12;469,97
39742;Online;Contoso Europe Online Store;Germany;Europe;Black;"Adventure Works 26"" 720p LCD HDTV M140 Black";Televisions;TV and Video;8;216,12;469,97
40166;Online;Contoso Asia Online Store;China;Asia;Black;"Adventure Works 26"" 720p LCD HDTV M140 Black";Televisions;TV and Video;13;216,12;469,97
39370;Store;Contoso Ridgely Store;United States;North America;Black;"Adventure Works 26"" 720p LCD HDTV M140 Black";Televisions;TV and Video;10;216,12;469,97
39825;Online;Contoso Europe Online Store;Germany;Europe;Black;"Adventure Works 26"" 720p LCD HDTV M140 Black";Televisions;TV and Video;8;216,12;469,97
39380;Store;Contoso Berne Store;Switzerland ;Europe;Black;"Adventure Works 26"" 720p LCD HDTV M140 Black";Televisions;TV and Video;8;216,12;469,97
39466;Store;Contoso Islamabad No.1 Store;Pakistan;Asia;Black;"Adventure Works 26"" 720p LCD HDTV M140 Black";Televisions;TV and Video;13;216,12;469,97
39152;Store;Contoso Firenze Store;Italy    ;Europe;Black;"Adventure Works 26"" 720p LCD HDTV M140 Black";Televisions;TV and Video;12;216,12;469,97
39357;Store;Contoso Lowell Store;United States;North America;White;"Adventure Works 26"" 720p LCD HDTV M140 White";Televisions;TV and Video;10;216,12;469,97
39486;Reseller;Contoso Europe Reseller;France;Europe;White;"Adventure Works 26"" 720p LCD HDTV M140 White";Televisions;TV and Video;24;216,12;469,97
40103;Reseller;Contoso North America Reseller;United States;North America;White;"Adventure Works 26"" 720p LCD HDTV M140 White";Televisions;TV and Video;30;216,12;469,97
39560;Store;Contoso Winchester Store;United States;North America;White;"Adventure Works 26"" 720p LCD HDTV M140 White";Televisions;TV and Video;10;216,12;469,97
40110;Reseller;Contoso Europe Reseller;France;Europe;Brown;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Televisions;TV and Video;8;216,12;469,97
39536;Store;Contoso Falmouth Store;United States;North America;Brown;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Televisions;TV and Video;9;216,12;469,97
39772;Store;Contoso Sheboygan Store;United States;North America;Brown;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Televisions;TV and Video;13;216,12;469,97
39328;Online;Contoso North America Online Store;United States;North America;Brown;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Televisions;TV and Video;36;216,12;469,97
39276;Reseller;Contoso Asia Reseller;China;Asia;Brown;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Televisions;TV and Video;12;216,12;469,97
39268;Store;Contoso Cape Canaveral Store;United States;North America;Brown;"Adventure Works 26"" 720p LCD HDTV M140 Brown";Televisions;TV and Video;12;216,12;469,97
39881;Reseller;Contoso North America Reseller;United States;North America;White;"Adventure Works 37"" 1080p LCD HDTV M150W White";Televisions;TV and Video;9;505,85;1099,99
40137;Reseller;Contoso Asia Reseller;China;Asia;Brown;"Adventure Works 37"" 1080p LCD HDTV M150W Brown";Televisions;TV and Video;13;505,85;1099,99
40149;Store;Contoso Bangkok No.2 Store;Thailand;Asia;Brown;"Adventure Works 37"" 1080p LCD HDTV M150W Brown";Televisions;TV and Video;13;505,85;1099,99
